time,P,I,D,ds,left speed,right speed
30,-6215.263214,-0.000000,-371710.777283,-200.000000,600.000000,200.000000
31,-6151.052704,-0.000000,200657.844543,200.000000,200.000000,600.000000
32,-6182.631531,-0.000000,-98683.834076,-200.000000,600.000000,200.000000
33,-6252.631531,-0.000000,-218750.000000,-200.000000,600.000000,200.000000
34,-6135.263214,-0.000000,366775.989532,200.000000,200.000000,600.000000
35,-6204.736786,-0.000000,-217104.911804,-200.000000,600.000000,200.000000
36,-6096.842041,-0.000000,337171.077728,200.000000,200.000000,600.000000
37,-6143.157959,-0.000000,-144737.243652,-200.000000,600.000000,200.000000
38,-6101.578979,-0.000000,129934.310913,200.000000,200.000000,600.000000
39,-6154.210510,-0.000000,-164473.533630,-200.000000,600.000000,200.000000
40,-6075.789490,-0.000000,245065.689087,200.000000,200.000000,600.000000
41,-6081.052704,-0.000000,-16447.544098,-200.000000,600.000000,200.000000
42,-6085.263214,-0.000000,-13157.844543,-200.000000,600.000000,200.000000
43,-5966.842041,-0.000000,370066.165924,200.000000,200.000000,600.000000
44,-6050.526276,-0.000000,-261513.233185,-200.000000,600.000000,200.000000
45,-5986.315765,-0.000000,200657.844543,200.000000,200.000000,600.000000
46,-6041.052704,-0.000000,-171052.932739,-200.000000,600.000000,200.000000
47,-5952.105255,-0.000000,277960.777283,200.000000,200.000000,600.000000
48,-5908.421021,-0.000000,136513.233185,200.000000,200.000000,600.000000
49,-5907.368469,-0.000000,3289.222717,-200.000000,600.000000,200.000000
50,-5960.526276,-0.000000,-166118.144989,-200.000000,600.000000,200.000000
51,-5905.263214,-0.000000,172697.067261,200.000000,200.000000,600.000000
52,-5894.736786,-0.000000,32895.088196,200.000000,200.000000,600.000000
53,-5965.789490,-0.000000,-222039.699554,-200.000000,600.000000,200.000000
54,-5956.842041,-0.000000,27960.777283,200.000000,200.000000,600.000000
55,-5844.736786,-0.000000,350328.922272,200.000000,200.000000,600.000000
56,-5970.000000,-0.000000,-391447.544098,-200.000000,600.000000,200.000000
57,-5894.210510,-0.000000,236842.155457,200.000000,200.000000,600.000000
58,-5922.105255,-0.000000,-87171.077728,-200.000000,600.000000,200.000000
59,-5972.631531,-0.000000,-157894.611359,-200.000000,600.000000,200.000000
60,-5902.631531,-0.000000,218750.000000,200.000000,200.000000,600.000000
61,-5871.578979,-0.000000,97039.222717,200.000000,200.000000,600.000000
62,-5987.368469,-0.000000,-361842.155457,-200.000000,600.000000,200.000000
63,-5865.263214,-0.000000,381578.922272,200.000000,200.000000,600.000000
64,-5965.263214,-0.000000,-312500.000000,-200.000000,600.000000,200.000000
65,-5944.736786,-0.000000,64145.088196,200.000000,200.000000,600.000000
66,-5958.421021,-0.000000,-42763.233185,-200.000000,600.000000,200.000000
67,-5911.578979,-0.000000,146381.378174,200.000000,200.000000,600.000000
68,-5956.842041,-0.000000,-141447.067261,-200.000000,600.000000,200.000000
69,-6057.368469,-0.000000,-314145.088196,-200.000000,600.000000,200.000000
70,-5945.263214,-0.000000,350328.922272,200.000000,200.000000,600.000000
71,-5916.842041,-0.000000,88816.165924,200.000000,200.000000,600.000000
72,-6024.210510,-0.000000,-335526.466370,-200.000000,600.000000,200.000000
73,-5940.000000,-0.000000,263157.844543,200.000000,200.000000,600.000000
74,-6047.368469,-0.000000,-335526.466370,-200.000000,600.000000,200.000000
75,-5956.842041,-0.000000,282895.088196,200.000000,200.000000,600.000000
76,-6041.052704,-0.000000,-263158.321381,-200.000000,600.000000,200.000000
77,-6083.157959,-0.000000,-131578.922272,-200.000000,600.000000,200.000000
78,-5978.947296,-0.000000,325658.321381,200.000000,200.000000,600.000000
79,-6004.736786,-0.000000,-80592.155457,-200.000000,600.000000,200.000000
80,-6023.684235,-0.000000,-59210.777283,-200.000000,600.000000,200.000000
81,-5943.157959,-0.000000,251644.611359,200.000000,200.000000,600.000000
82,-5978.421021,-0.000000,-110197.067261,-200.000000,600.000000,200.000000
83,-5888.947296,-0.000000,279605.388641,200.000000,200.000000,600.000000
84,-5865.263214,-0.000000,74012.756348,200.000000,200.000000,600.000000
85,-5897.368469,-0.000000,-100328.922272,-200.000000,600.000000,200.000000
86,-5801.052704,-0.000000,300986.766815,200.000000,200.000000,600.000000
87,-5908.947296,-0.000000,-337170.600891,-200.000000,600.000000,200.000000
88,-5818.421021,-0.000000,282894.611359,200.000000,200.000000,600.000000
89,-5852.631531,-0.000000,-106907.844543,-200.000000,600.000000,200.000000
90,-5834.210510,-0.000000,57565.689087,200.000000,200.000000,600.000000
91,-5847.894745,-0.000000,-42763.233185,-200.000000,600.000000,200.000000
92,-5839.473724,-0.000000,26315.689087,200.000000,200.000000,600.000000
93,-5837.368469,-0.000000,6578.922272,200.000000,200.000000,600.000000
94,-5867.894745,-0.000000,-95394.611359,-200.000000,600.000000,200.000000
95,-5880.526276,-0.000000,-39473.533630,-200.000000,600.000000,200.000000
96,-5849.473724,-0.000000,97039.222717,200.000000,200.000000,600.000000
97,-5815.789490,-0.000000,105263.233185,200.000000,200.000000,600.000000
98,-5994.736786,-0.000000,-559210.300446,-200.000000,600.000000,200.000000
99,-5805.263214,-0.000000,592104.911804,200.000000,200.000000,600.000000
100,-5918.421021,-0.000000,-353618.144989,-200.000000,600.000000,200.000000
101,-5917.368469,-0.000000,3289.222717,-200.000000,600.000000,200.000000
102,-5867.368469,-0.000000,156250.000000,200.000000,200.000000,600.000000
103,-5832.105255,-0.000000,110197.544098,200.000000,200.000000,600.000000
104,-5877.368469,-0.000000,-141447.544098,-200.000000,600.000000,200.000000
105,-5888.947296,-0.000000,-36183.834076,-200.000000,600.000000,200.000000
106,-5821.052704,-0.000000,212170.600891,200.000000,200.000000,600.000000
107,-5842.631531,-0.000000,-67433.834076,-200.000000,600.000000,200.000000
108,-5851.578979,-0.000000,-27960.777283,-200.000000,600.000000,200.000000
109,-5780.526276,-0.000000,222039.699554,200.000000,200.000000,600.000000
110,-5789.473724,-0.000000,-27960.777283,-200.000000,600.000000,200.000000
111,-5759.473724,-0.000000,93750.000000,200.000000,200.000000,600.000000
112,-5761.052704,-0.000000,-4934.310913,-200.000000,600.000000,200.000000
113,-5678.947296,-0.000000,256579.399109,200.000000,200.000000,600.000000
114,-5738.947296,-0.000000,-187500.000000,-200.000000,600.000000,200.000000
115,-5553.684235,-0.000000,578947.067261,200.000000,200.000000,600.000000
116,-5701.578979,-0.000000,-462171.077728,-200.000000,600.000000,200.000000
117,-5635.789490,-0.000000,205592.155457,200.000000,200.000000,600.000000
118,-5527.894745,-0.000000,337171.077728,200.000000,200.000000,600.000000
119,-5582.631531,-0.000000,-171052.455902,-200.000000,600.000000,200.000000
120,-5543.684235,-0.000000,121710.300446,200.000000,200.000000,600.000000
121,-5573.157959,-0.000000,-92105.388641,-200.000000,600.000000,200.000000
122,-5543.157959,-0.000000,93750.000000,200.000000,200.000000,600.000000
123,-5599.473724,-0.000000,-175986.766815,-200.000000,600.000000,200.000000
124,-5560.526276,-0.000000,121710.777283,200.000000,200.000000,600.000000
125,-5574.210510,-0.000000,-42763.233185,-200.000000,600.000000,200.000000
126,-5492.105255,-0.000000,256578.922272,200.000000,200.000000,600.000000
127,-5631.052704,-0.000000,-434210.777283,-200.000000,600.000000,200.000000
128,-5493.684235,-0.000000,429276.466370,200.000000,200.000000,600.000000
129,-5532.631531,-0.000000,-121710.300446,-200.000000,600.000000,200.000000
130,-5492.631531,-0.000000,125000.000000,200.000000,200.000000,600.000000
131,-5504.736786,-0.000000,-37828.922272,-200.000000,600.000000,200.000000
132,-5452.631531,-0.000000,162828.922272,200.000000,200.000000,600.000000
133,-5550.000000,-0.000000,-304276.466370,-200.000000,600.000000,200.000000
134,-5481.052704,-0.000000,215460.300446,200.000000,200.000000,600.000000
135,-5513.157959,-0.000000,-100328.922272,-200.000000,600.000000,200.000000
136,-5396.842041,-0.000000,363487.243652,200.000000,200.000000,600.000000
137,-5496.842041,-0.000000,-312500.000000,-200.000000,600.000000,200.000000
138,-5381.578979,-0.000000,360197.067261,200.000000,200.000000,600.000000
139,-5530.526276,-0.000000,-465460.300446,-200.000000,600.000000,200.000000
140,-5444.736786,-0.000000,268092.155457,200.000000,200.000000,600.000000
141,-5481.052704,-0.000000,-113487.243652,-200.000000,600.000000,200.000000
142,-5426.842041,-0.000000,169408.321381,200.000000,200.000000,600.000000
143,-5443.684235,-0.000000,-52631.855011,-200.000000,600.000000,200.000000
144,-5351.052551,-0.000000,289474.010468,200.000000,200.000000,600.000000
145,-5402.631531,-0.000000,-161184.310913,-200.000000,600.000000,200.000000
146,-5439.473572,-0.000000,-115131.378174,-200.000000,600.000000,200.000000
147,-5341.052551,-0.000000,307565.689087,200.000000,200.000000,600.000000
148,-5292.631531,-0.000000,151315.689087,200.000000,200.000000,600.000000
149,-5270.000000,-0.000000,70723.533630,200.000000,200.000000,600.000000
150,-5343.157959,-0.000000,-228618.621826,-200.000000,600.000000,200.000000
151,-5354.736938,-0.000000,-36184.310913,-200.000000,600.000000,200.000000
152,-5226.315918,-0.000000,401315.689087,200.000000,200.000000,600.000000
153,-5307.894592,-0.000000,-254933.357239,-200.000000,600.000000,200.000000
154,-5277.368469,-0.000000,95394.134521,200.000000,200.000000,600.000000
155,-5277.368469,-0.000000,0.000000,-200.000000,600.000000,200.000000
156,-5166.842041,-0.000000,345395.088196,200.000000,200.000000,600.000000
157,-5236.315918,-0.000000,-217105.865479,-200.000000,600.000000,200.000000
158,-5168.947449,-0.000000,210526.466370,200.000000,200.000000,600.000000
159,-5213.157959,-0.000000,-138157.844543,-200.000000,600.000000,200.000000
160,-5052.631531,-0.000000,501645.088196,200.000000,200.000000,600.000000
161,-5227.894592,-0.000000,-547697.067261,-200.000000,600.000000,200.000000
162,-5147.368469,-0.000000,251644.134521,200.000000,200.000000,600.000000
163,-5237.368469,-0.000000,-281250.000000,-200.000000,600.000000,200.000000
164,-5052.631531,-0.000000,577302.932739,200.000000,200.000000,600.000000
165,-5000.526428,-0.000000,162828.445435,200.000000,200.000000,600.000000
166,-5119.473572,-0.000000,-371709.823608,-200.000000,600.000000,200.000000
167,-5153.157959,-0.000000,-105263.710022,-200.000000,600.000000,200.000000
168,-5086.315918,-0.000000,208881.378174,200.000000,200.000000,600.000000
169,-5154.736938,-0.000000,-213815.689087,-200.000000,600.000000,200.000000
170,-5050.000000,-0.000000,327302.932739,200.000000,200.000000,600.000000
171,-5108.421021,-0.000000,-182565.689087,-200.000000,600.000000,200.000000
172,-5078.421021,-0.000000,93750.000000,200.000000,200.000000,600.000000
173,-4925.789490,-0.000000,476973.533630,200.000000,200.000000,600.000000
174,-5015.789490,-0.000000,-281250.000000,-200.000000,600.000000,200.000000
175,-5116.842041,-0.000000,-315789.222717,-200.000000,600.000000,200.000000
176,-5114.736938,-0.000000,6578.445435,200.000000,200.000000,600.000000
177,-5081.052551,-0.000000,105263.710022,200.000000,200.000000,600.000000
178,-5097.368469,-0.000000,-50987.243652,-200.000000,600.000000,200.000000
179,-5095.263062,-0.000000,6579.399109,200.000000,200.000000,600.000000
180,-5104.210510,-0.000000,-27960.777283,-200.000000,600.000000,200.000000
181,-5166.842041,-0.000000,-195723.533630,-200.000000,600.000000,200.000000
182,-5074.210510,-0.000000,289473.533630,200.000000,200.000000,600.000000
