time,P,I,D,ds,left speed,right speed
33,-3148.831177,-0.000000,-378754.043579,-381902.874756,381902.874756,-381902.874756
34,-805.324707,-0.000000,366172.885895,365367.561188,-365367.561188,365367.561188
35,-3109.610291,-0.000000,-360044.622421,-363154.232712,363154.232712,-363154.232712
36,-578.051758,-0.000000,395556.020737,394977.968979,-394977.968979,394977.968979
37,-3032.987061,-0.000000,-383583.641052,-386616.628113,386616.628113,-386616.628113
38,-605.064697,-0.000000,379362.869263,378757.804565,-378757.804565,378757.804565
39,-3152.987061,-0.000000,-398112.869263,-401265.856323,401265.856323,-401265.856323
40,-782.857056,-0.000000,370332.813263,369549.956207,-369549.956207,369549.956207
41,-3090.130005,-0.000000,-360511.398315,-363601.528320,363601.528320,-363601.528320
42,-800.130005,-0.000000,357812.500000,357012.369995,-357012.369995,357012.369995
43,-3009.350586,-0.000000,-345190.715790,-348200.066376,348200.066376,-348200.066376
44,-610.389404,-0.000000,374837.684631,374227.295227,-374227.295227,374227.295227
45,-3017.142944,-0.000000,-376055.240631,-379072.383575,379072.383575,-379072.383575
46,-733.636475,-0.000000,356797.885895,356064.249420,-356064.249420,356064.249420
47,-3087.142944,-0.000000,-367735.385895,-370822.528839,370822.528839,-370822.528839
48,-757.792358,-0.000000,363961.029053,363203.236694,-363203.236694,363203.236694
49,-3072.727356,-0.000000,-361708.593369,-364781.320724,364781.320724,-364781.320724
50,-967.532349,-0.000000,328936.719894,327969.187546,-327969.187546,327969.187546
51,-3070.000000,-0.000000,-328510.570526,-331580.570526,331580.570526,-331580.570526
52,-671.948242,-0.000000,374695.587158,374023.638916,-374023.638916,374023.638916
53,-3086.493530,-0.000000,-377272.701263,-380359.194794,380359.194794,-380359.194794
54,-751.558228,-0.000000,364833.641052,364082.082825,-364082.082825,364082.082825
55,-3081.168823,-0.000000,-364001.655579,-367082.824402,367082.824402,-367082.824402
56,-1036.493530,-0.000000,319480.514526,318444.020996,-318444.020996,318444.020996
57,-3144.025879,-0.000000,-329301.929474,-332445.955353,332445.955353,-332445.955353
58,-907.272949,-0.000000,349492.645264,348585.372314,-348585.372314,348585.372314
59,-3142.987061,-0.000000,-349330.329895,-352473.316956,352473.316956,-352473.316956
60,-679.480591,-0.000000,384922.885895,384243.405304,-384243.405304,384243.405304
61,-3017.922058,-0.000000,-365381.479263,-368399.401321,368399.401321,-368399.401321
62,-676.493530,-0.000000,365848.207474,365171.713943,-365171.713943,365171.713943
63,-3075.844116,-0.000000,-374898.529053,-377974.373169,377974.373169,-377974.373169
64,-943.636475,-0.000000,333157.444000,332213.807526,-332213.807526,332213.807526
65,-3172.597351,-0.000000,-348275.136948,-351447.734299,351447.734299,-351447.734299
66,-901.428833,-0.000000,354870.080948,353968.652115,-353968.652115,353968.652115
67,-3040.649414,-0.000000,-334253.215790,-337293.865204,337293.865204,-337293.865204
68,-458.831177,-0.000000,403409.099579,402950.268402,-402950.268402,402950.268402
69,-3108.701172,-0.000000,-414042.186737,-417150.887909,417150.887909,-417150.887909
70,-682.337646,-0.000000,379119.300842,378436.963196,-378436.963196,378436.963196
71,-3122.727356,-0.000000,-381310.892105,-384433.619461,384433.619461,-384433.619461
72,-1070.649414,-0.000000,320637.178421,319566.529007,-319566.529007,319566.529007
73,-3157.532349,-0.000000,-326075.458527,-329232.990875,329232.990875,-329232.990875
74,-1059.739990,-0.000000,327780.056000,326720.316010,-326720.316010,326720.316010
75,-3099.480591,-0.000000,-318709.468842,-321808.949432,321808.949432,-321808.949432
76,-774.805298,-0.000000,363230.514526,362455.709229,-362455.709229,362455.709229
77,-3136.623230,-0.000000,-369034.051895,-372170.675125,372170.675125,-372170.675125
78,-795.194702,-0.000000,365848.207474,365053.012772,-365053.012772,365053.012772
79,-3153.766174,-0.000000,-368526.792526,-371680.558701,371680.558701,-371680.558701
80,-1155.974121,-0.000000,312155.008316,310999.034195,-310999.034195,310999.034195
81,-3205.194702,-0.000000,-320190.715790,-323395.910492,323395.910492,-323395.910492
