time,P,I,D,ds,prox_right,left speed,right speed
1,8212.105103,0.000000,38494242.668152,200.000000,921.210510,200.000000,600.000000
2,8138.947144,0.000000,-342927.932739,-200.000000,913.894714,600.000000,200.000000
3,7975.263062,0.000000,-767269.134521,-200.000000,897.526306,600.000000,200.000000
4,8076.842041,0.000000,476151.466370,200.000000,907.684204,200.000000,600.000000
5,8212.631836,0.000000,636514.663696,200.000000,921.263184,200.000000,600.000000
6,8021.052856,0.000000,-898026.466370,-200.000000,902.105286,600.000000,200.000000
7,7968.947144,0.000000,-244245.529175,-200.000000,896.894714,600.000000,200.000000
8,8010.526123,0.000000,194901.466370,200.000000,901.052612,200.000000,600.000000
9,8012.631836,0.000000,9870.529175,200.000000,901.263184,200.000000,600.000000
10,8070.000000,0.000000,268913.269043,200.000000,907.000000,200.000000,600.000000
11,7616.842041,0.000000,-2124177.932739,-200.000000,861.684204,600.000000,200.000000
12,7441.578979,0.000000,-821545.600891,-200.000000,844.157898,600.000000,200.000000
13,7597.368164,0.000000,730261.802673,200.000000,859.736816,200.000000,600.000000
14,7392.105103,0.000000,-962170.600891,-200.000000,839.210510,600.000000,200.000000
15,7330.000000,0.000000,-291117.668152,-200.000000,833.000000,600.000000,200.000000
16,7306.842041,0.000000,-108552.932739,-200.000000,830.684204,600.000000,200.000000
17,7522.631836,0.000000,1011514.663696,200.000000,852.263184,200.000000,600.000000
18,7812.631836,0.000000,1359375.000000,200.000000,881.263184,200.000000,600.000000
19,7865.789185,0.000000,249175.071716,200.000000,886.578918,200.000000,600.000000
20,7785.263062,0.000000,-377466.201782,-200.000000,878.526306,600.000000,200.000000
21,7777.894897,0.000000,-34538.269043,-200.000000,877.789490,600.000000,200.000000
22,7857.368164,0.000000,372530.937195,200.000000,885.736816,200.000000,600.000000
23,7878.947144,0.000000,101151.466370,200.000000,887.894714,200.000000,600.000000
24,7800.000000,0.000000,-370064.735413,-200.000000,880.000000,600.000000,200.000000
25,7730.000000,0.000000,-328125.000000,-200.000000,873.000000,600.000000,200.000000
26,7748.947144,0.000000,88814.735413,200.000000,874.894714,200.000000,600.000000
27,7928.947144,0.000000,843750.000000,200.000000,892.894714,200.000000,600.000000
28,7752.631836,0.000000,-826478.004456,-200.000000,875.263184,600.000000,200.000000
29,7772.105103,0.000000,91280.937195,200.000000,877.210510,200.000000,600.000000
30,7490.000000,0.000000,-1322367.668152,-200.000000,849.000000,600.000000,200.000000
31,7524.736938,0.000000,162829.399109,200.000000,852.473694,200.000000,600.000000
32,7380.526123,0.000000,-675988.197327,-200.000000,838.052612,600.000000,200.000000
33,7160.000000,0.000000,-1033716.201782,-200.000000,816.000000,600.000000,200.000000
34,7362.631836,0.000000,949836.730957,200.000000,836.263184,200.000000,600.000000
35,7414.210815,0.000000,241776.466370,200.000000,841.421082,200.000000,600.000000
36,7404.210815,0.000000,-46875.000000,-200.000000,840.421082,600.000000,200.000000
37,7311.578979,0.000000,-434211.730957,-200.000000,831.157898,600.000000,200.000000
38,7364.736938,0.000000,249177.932739,200.000000,836.473694,200.000000,600.000000
39,7438.421021,0.000000,345394.134521,200.000000,843.842102,200.000000,600.000000
40,7352.631836,0.000000,-402136.802673,-200.000000,835.263184,600.000000,200.000000
41,7334.736938,0.000000,-83882.331848,-200.000000,833.473694,600.000000,200.000000
42,7273.684082,0.000000,-286185.264587,-200.000000,827.368408,600.000000,200.000000
43,7686.842041,0.000000,1936677.932739,200.000000,868.684204,200.000000,600.000000
44,7768.421021,0.000000,382401.466370,200.000000,876.842102,200.000000,600.000000
45,7893.684082,0.000000,587170.600891,200.000000,889.368408,200.000000,600.000000
46,7628.421021,0.000000,-1243420.600891,-200.000000,862.842102,600.000000,200.000000
47,7693.157959,0.000000,303454.399109,200.000000,869.315796,200.000000,600.000000
48,7586.315918,0.000000,-500822.067261,-200.000000,858.631592,600.000000,200.000000
49,7598.947144,0.000000,59208.869934,200.000000,859.894714,200.000000,600.000000
50,7257.368164,0.000000,-1601151.466370,-200.000000,825.736816,600.000000,200.000000
51,7240.000000,0.000000,-81413.269043,-200.000000,824.000000,600.000000,200.000000
52,7301.052856,0.000000,286185.264587,200.000000,830.105286,200.000000,600.000000
53,7316.315918,0.000000,71545.600891,200.000000,831.631592,200.000000,600.000000
54,7094.736938,0.000000,-1038651.466370,-200.000000,809.473694,600.000000,200.000000
55,7357.368164,0.000000,1231083.869934,200.000000,835.736816,200.000000,600.000000
56,7005.789185,0.000000,-1648026.466370,-200.000000,800.578918,600.000000,200.000000
57,7110.000000,0.000000,488488.197327,200.000000,811.000000,200.000000,600.000000
58,6974.736938,0.000000,-634045.600891,-200.000000,797.473694,600.000000,200.000000
59,6770.526123,0.000000,-957238.197327,-200.000000,777.052612,600.000000,200.000000
60,6848.947144,0.000000,367598.533630,200.000000,784.894714,200.000000,600.000000
61,7100.000000,0.000000,1176810.264587,200.000000,810.000000,200.000000,600.000000
62,6747.368164,0.000000,-1652961.730957,-200.000000,774.736816,600.000000,200.000000
63,6983.157959,0.000000,1105264.663696,200.000000,798.315796,200.000000,600.000000
64,6641.052856,0.000000,-1603617.668152,-200.000000,764.105286,600.000000,200.000000
65,6626.842041,0.000000,-66613.197327,-200.000000,762.684204,600.000000,200.000000
66,6772.105103,0.000000,680920.600891,200.000000,777.210510,200.000000,600.000000
67,6890.526123,0.000000,555098.533630,200.000000,789.052612,200.000000,600.000000
68,6669.473877,0.000000,-1036182.403564,-200.000000,766.947388,600.000000,200.000000
69,6319.473877,0.000000,-1640625.000000,-200.000000,731.947388,600.000000,200.000000
70,6570.526123,0.000000,1176807.403564,200.000000,757.052612,200.000000,600.000000
71,6847.368164,0.000000,1297697.067261,200.000000,784.736816,200.000000,600.000000
72,6501.052856,0.000000,-1623353.004456,-200.000000,750.105286,600.000000,200.000000
73,6671.578979,0.000000,799341.201782,200.000000,767.157898,200.000000,600.000000
74,6244.210815,0.000000,-2003288.269043,-200.000000,724.421082,600.000000,200.000000
75,6488.421021,0.000000,1144735.336304,200.000000,748.842102,200.000000,600.000000
76,6112.631836,0.000000,-1761511.802673,-200.000000,711.263184,600.000000,200.000000
77,5897.894897,0.000000,-1006579.399109,-200.000000,689.789490,600.000000,200.000000
78,6153.684082,0.000000,1199011.802673,200.000000,715.368408,200.000000,600.000000
79,6291.052856,0.000000,643916.130066,200.000000,729.105286,200.000000,600.000000
80,5952.105103,0.000000,-1588817.596436,-200.000000,695.210510,600.000000,200.000000
81,6000.000000,0.000000,224507.331848,200.000000,700.000000,200.000000,600.000000
82,5687.894897,0.000000,-1462992.668152,-200.000000,668.789490,600.000000,200.000000
83,5892.105103,0.000000,957235.336304,200.000000,689.210510,200.000000,600.000000
84,5717.894897,0.000000,-816610.336304,-200.000000,671.789490,600.000000,200.000000
85,5653.157959,0.000000,-303454.399109,-200.000000,665.315796,600.000000,200.000000
86,5944.210815,0.000000,1364310.264587,200.000000,694.421082,200.000000,600.000000
87,5782.631836,0.000000,-757401.466370,-200.000000,678.263184,600.000000,200.000000
88,5928.947144,0.000000,685853.004456,200.000000,692.894714,200.000000,600.000000
89,6040.000000,0.000000,520560.264587,200.000000,704.000000,200.000000,600.000000
90,5861.578979,0.000000,-836348.533630,-200.000000,686.157898,600.000000,200.000000
91,5856.315918,0.000000,-24670.600891,-200.000000,685.631592,600.000000,200.000000
92,5762.631836,0.000000,-439144.134521,-200.000000,676.263184,600.000000,200.000000
93,5876.315918,0.000000,532894.134521,200.000000,687.631592,200.000000,600.000000
94,6352.105103,0.000000,2230261.802673,200.000000,735.210510,200.000000,600.000000
95,6377.368164,0.000000,118420.600891,200.000000,737.736816,200.000000,600.000000
96,6158.947144,0.000000,-1023848.533630,-200.000000,715.894714,600.000000,200.000000
97,6322.105103,0.000000,764802.932739,200.000000,732.210510,200.000000,600.000000
98,5658.947144,0.000000,-3108552.932739,-200.000000,665.894714,600.000000,200.000000
99,6200.000000,0.000000,2536185.264587,200.000000,720.000000,200.000000,600.000000
100,5739.473877,0.000000,-2158716.201782,-200.000000,673.947388,600.000000,200.000000
101,5765.789185,0.000000,123353.004456,200.000000,676.578918,200.000000,600.000000
102,5503.157959,0.000000,-1231083.869934,-200.000000,650.315796,600.000000,200.000000
103,5728.947144,0.000000,1058386.802673,200.000000,672.894714,200.000000,600.000000
104,5495.263062,0.000000,-1095394.134521,-200.000000,649.526306,600.000000,200.000000
105,5392.105103,0.000000,-483552.932739,-200.000000,639.210510,600.000000,200.000000
106,5584.210815,0.000000,900495.529175,200.000000,658.421082,200.000000,600.000000
107,5723.684082,0.000000,653780.937195,200.000000,672.368408,200.000000,600.000000
108,5244.210815,0.000000,-2247530.937195,-200.000000,624.421082,600.000000,200.000000
109,5385.789185,0.000000,663648.605347,200.000000,638.578918,200.000000,600.000000
110,5145.263062,0.000000,-1127466.201782,-200.000000,614.526306,600.000000,200.000000
111,5115.263062,0.000000,-140625.000000,-200.000000,611.526306,600.000000,200.000000
112,5005.263062,0.000000,-515625.000000,-200.000000,600.526306,600.000000,200.000000
113,5355.789185,0.000000,1643091.201782,200.000000,635.578918,200.000000,600.000000
114,5476.842041,0.000000,567435.264587,200.000000,647.684204,200.000000,600.000000
115,6113.684082,0.000000,2985197.067261,200.000000,711.368408,200.000000,600.000000
116,5354.210815,0.000000,-3560030.937195,-200.000000,635.421082,600.000000,200.000000
117,5456.842041,0.000000,481083.869934,200.000000,645.684204,200.000000,600.000000
118,5585.789185,0.000000,604439.735413,200.000000,658.578918,200.000000,600.000000
119,5080.526123,0.000000,-2368420.600891,-200.000000,608.052612,600.000000,200.000000
120,4933.157959,0.000000,-690788.269043,-200.000000,593.315796,600.000000,200.000000
121,5035.263062,0.000000,478617.668152,200.000000,603.526306,200.000000,600.000000
122,4627.368164,0.000000,-1912007.331848,-200.000000,562.736816,600.000000,200.000000
123,4623.684082,0.000000,-17269.134521,-200.000000,562.368408,600.000000,200.000000
124,4634.210815,0.000000,49344.062805,200.000000,563.421082,200.000000,600.000000
125,4841.578979,0.000000,972038.269043,200.000000,584.157898,200.000000,600.000000
126,4845.789185,0.000000,19735.336304,200.000000,584.578918,200.000000,600.000000
127,3960.526428,0.000000,-4149669.170380,-200.000000,496.052643,600.000000,200.000000
128,4236.842041,0.000000,1295229.434967,200.000000,523.684204,200.000000,600.000000
129,3790.526428,0.000000,-2092104.434967,-200.000000,479.052643,600.000000,200.000000
130,3669.473572,0.000000,-567435.264587,-200.000000,466.947357,600.000000,200.000000
131,3706.842041,0.000000,175164.699554,200.000000,470.684204,200.000000,600.000000
132,3569.473572,0.000000,-643914.699554,-200.000000,456.947357,600.000000,200.000000
133,3206.842041,0.000000,-1699835.300446,-200.000000,420.684204,600.000000,200.000000
134,3384.210510,0.000000,831414.699554,200.000000,438.421051,200.000000,600.000000
135,3575.263062,0.000000,895558.834076,200.000000,457.526306,200.000000,600.000000
136,3592.631531,0.000000,81414.699554,200.000000,459.263153,200.000000,600.000000
137,2833.684082,0.000000,-3557566.165924,-200.000000,383.368408,600.000000,200.000000
138,3127.894592,0.000000,1379111.766815,200.000000,412.789459,200.000000,600.000000
139,2515.789490,0.000000,-2869242.668152,-200.000000,351.578949,600.000000,200.000000
140,2691.052551,0.000000,821545.600891,200.000000,369.105255,200.000000,600.000000
141,2562.105408,0.000000,-604439.735413,-200.000000,356.210541,600.000000,200.000000
142,2576.315918,0.000000,66611.766815,200.000000,357.631592,200.000000,600.000000
143,2467.894592,0.000000,-508224.964142,-200.000000,346.789459,600.000000,200.000000
144,2552.105408,0.000000,394738.197327,200.000000,355.210541,200.000000,600.000000
145,2386.842041,0.000000,-774672.031403,-200.000000,338.684204,600.000000,200.000000
146,2170.000000,0.000000,-1016447.067261,-200.000000,317.000000,600.000000,200.000000
147,2257.894592,0.000000,412005.901337,200.000000,325.789459,200.000000,600.000000
148,2220.000000,0.000000,-177630.901337,-200.000000,322.000000,600.000000,200.000000
149,2256.315918,0.000000,170230.865479,200.000000,325.631592,200.000000,600.000000
150,2217.894592,0.000000,-180099.964142,-200.000000,321.789459,600.000000,200.000000
151,2206.315918,0.000000,-54275.035858,-200.000000,320.631592,600.000000,200.000000
152,2397.894592,0.000000,898025.035858,200.000000,339.789459,200.000000,600.000000
153,2239.473572,0.000000,-742598.533630,-200.000000,323.947357,600.000000,200.000000
154,2253.157959,0.000000,64145.565033,200.000000,325.315796,200.000000,600.000000
155,2280.526428,0.000000,128289.699554,200.000000,328.052643,200.000000,600.000000
156,2353.157959,0.000000,340460.300446,200.000000,335.315796,200.000000,600.000000
157,2103.684082,0.000000,-1169408.798218,-200.000000,310.368408,600.000000,200.000000
158,2156.315918,0.000000,246711.730957,200.000000,315.631592,200.000000,600.000000
159,1961.578979,0.000000,-912829.399109,-200.000000,296.157898,600.000000,200.000000
160,2090.526428,0.000000,604441.165924,200.000000,309.052643,200.000000,600.000000
161,1792.105408,0.000000,-1398848.533630,-200.000000,279.210541,600.000000,200.000000
162,1805.263062,0.000000,61676.502228,200.000000,280.526306,200.000000,600.000000
163,1643.684082,0.000000,-757401.466370,-200.000000,264.368408,600.000000,200.000000
164,1715.789490,0.000000,337994.098663,200.000000,271.578949,200.000000,600.000000
165,1653.157959,0.000000,-293585.300446,-200.000000,265.315796,600.000000,200.000000
166,1564.736938,0.000000,-414473.533630,-200.000000,256.473694,600.000000,200.000000
167,1580.526428,0.000000,74013.233185,200.000000,258.052643,200.000000,600.000000
168,1544.210510,0.000000,-170230.865479,-200.000000,254.421051,600.000000,200.000000
169,1538.947296,0.000000,-24671.316147,-200.000000,253.894730,600.000000,200.000000
170,1624.736938,0.000000,402138.948441,200.000000,262.473694,200.000000,600.000000
171,1569.473572,0.000000,-259047.031403,-200.000000,256.947357,600.000000,200.000000
172,1610.000000,0.000000,189967.632294,200.000000,261.000000,200.000000,600.000000
173,1701.578979,0.000000,429276.466370,200.000000,270.157898,200.000000,600.000000
