time,P,I,D,ds,prox_right,left speed,right speed
1,8212.105103,52.557473,5132.565689,200.000000,921.210510,200.000000,600.000000
2,8144.210815,104.680422,-42.433929,200.000000,914.421082,200.000000,600.000000
3,7608.947144,153.377684,-334.539795,200.000000,860.894714,200.000000,600.000000
4,6960.000000,197.921684,-405.591965,200.000000,796.000000,200.000000,600.000000
5,6082.105103,236.847156,-548.684311,200.000000,708.210510,200.000000,600.000000
6,4673.684082,266.758734,-880.263138,200.000000,567.368408,200.000000,600.000000
7,3022.631531,286.103576,-1031.907845,200.000000,402.263153,200.000000,600.000000
8,2432.631531,301.672418,-368.750000,200.000000,343.263153,200.000000,600.000000
9,1872.631531,313.657260,-350.000000,200.000000,287.263153,200.000000,600.000000
10,1724.736938,324.695576,-92.434120,200.000000,272.473694,200.000000,600.000000
11,1416.842041,333.763365,-192.434311,200.000000,241.684204,200.000000,600.000000
12,1035.263214,340.389050,-238.486767,200.000000,203.526321,200.000000,600.000000
13,908.947296,346.206313,-78.947449,200.000000,190.894730,200.000000,600.000000
14,653.157959,350.386523,-159.868336,200.000000,165.315796,200.000000,600.000000
15,478.421021,353.448418,-109.210587,200.000000,147.842102,200.000000,600.000000
16,313.157959,355.452629,-103.289413,200.000000,131.315796,200.000000,600.000000
17,148.947372,356.405892,-102.631617,200.000000,114.894737,200.000000,600.000000
18,-26.315765,356.237471,-109.539461,200.000000,97.368423,200.000000,600.000000
19,-56.315765,355.877050,-18.750000,200.000000,94.368423,200.000000,600.000000
20,-70.526352,355.425682,-8.881617,200.000000,92.947365,200.000000,600.000000
21,-125.263138,354.623998,-34.210491,195.150369,87.473686,204.849631,595.150369
22,-126.842117,353.812208,-0.986862,200.000000,87.315788,200.000000,600.000000
23,-187.368393,352.613050,-37.828922,127.415735,81.263161,272.584265,527.415735
24,-205.263138,351.299366,-11.184216,134.852013,79.473686,265.147987,534.852013
25,-238.421021,349.773472,-20.723677,90.628774,76.157898,309.371226,490.628774
26,-236.315765,348.261051,1.315784,113.261070,76.368423,286.738930,513.261070
27,-227.894745,346.802524,5.263138,124.170917,77.210526,275.829083,524.170917
28,-254.736862,345.172208,-16.776323,73.659023,74.526314,326.340977,473.659023
29,-276.315765,343.403788,-13.486814,53.601208,72.368423,346.398792,453.601208
30,-364.736824,341.069472,-55.263162,-78.930514,63.526318,478.930514,321.069486
31,-330.000000,338.957472,21.710515,30.667987,67.000000,369.332013,430.667987
32,-327.894745,336.858946,1.315784,10.279985,67.210526,389.720015,410.279985
33,-383.157883,334.406735,-34.539461,-83.290609,61.684212,483.290609,316.709391
34,-326.842117,332.314946,35.197353,40.670182,67.315788,359.329818,440.670182
35,-364.736824,329.980630,-23.684192,-58.440386,63.526318,458.440386,341.559614
36,-320.000000,327.932630,27.960515,35.893145,68.000000,364.106855,435.893145
37,-340.000000,325.756630,-12.500000,-26.743370,66.000000,426.743370,373.256630
38,-327.894745,323.658104,7.565784,3.329143,67.210526,396.670857,403.329143
39,-350.000000,321.418104,-13.815784,-42.397681,65.000000,442.397681,357.602319
40,-329.473648,319.309472,12.828970,2.664794,67.052635,397.335206,402.664794
41,-318.947372,317.268209,6.578922,4.899759,68.105263,395.100241,404.899759
42,-330.526352,315.152840,-7.236862,-22.610374,66.947365,422.610374,377.389626
43,-284.736862,313.330524,28.618431,57.212093,71.526314,342.787907,457.212093
44,-346.315765,311.114104,-38.486814,-73.688476,65.368423,473.688476,326.311524
45,-320.000000,309.066104,16.447353,5.513457,68.000000,394.486543,405.513457
46,-361.052628,306.755367,-25.657892,-79.955153,63.894737,479.955153,320.044847
47,-341.578979,304.569261,12.171030,-24.838688,65.842102,424.838688,375.161312
48,-314.736862,302.554945,16.776323,4.594406,68.526314,395.405594,404.594406
49,-307.368393,300.587788,4.605293,-2.175312,69.263161,402.175312,397.824688
50,-348.947372,298.354524,-25.986862,-76.579710,65.105263,476.579710,323.420290
51,-343.157883,296.158314,3.618431,-43.381138,65.684212,443.381138,356.618862
52,-336.842117,294.002524,3.947353,-38.892240,66.315788,438.892240,361.107760
53,-363.684196,291.674946,-16.776299,-88.785550,63.631580,488.785550,311.214450
54,-382.105255,289.229472,-11.513162,-104.388945,61.789474,504.388945,295.611055
55,-308.947372,287.252209,45.723677,24.028513,69.105263,375.971487,424.028513
56,-353.157883,284.991998,-27.631569,-95.797453,64.684212,495.797453,304.202547
57,-325.789490,282.906946,17.105246,-25.777299,67.421051,425.777299,374.222701
58,-320.000000,280.858946,3.618431,-35.522623,68.000000,435.522623,364.477377
59,-367.368431,278.507788,-29.605269,-118.465913,63.263157,518.465913,281.534087
60,-341.578979,276.321682,16.118407,-49.138890,65.842102,449.138890,350.861110
61,-309.473648,274.341051,20.065832,-15.066765,69.052635,415.066765,384.933235
62,-357.894745,272.050524,-30.263186,-116.107406,64.210526,516.107406,283.892594
63,-298.947372,270.137261,36.842108,8.031997,70.105263,391.968003,408.031997
64,-329.473648,268.028630,-19.078922,-80.523940,67.052635,480.523940,319.476060
65,-337.368393,265.869472,-4.934216,-76.433136,66.263161,476.433136,323.566864
66,-322.631607,263.804630,9.210491,-49.616486,67.736839,449.616486,350.383514
67,-307.368393,261.837472,9.539509,-35.991412,69.263161,435.991412,364.008588
68,-303.157883,259.897262,2.631569,-40.629052,69.684212,440.629052,359.370948
69,-379.473686,257.468630,-47.697377,-169.702433,62.052631,569.702433,230.297567
70,-325.263138,255.386946,33.881593,-35.994599,67.473686,435.994599,364.005401
71,-304.210510,253.439999,13.157892,-37.612619,69.578949,437.612619,362.387381
72,-342.105255,251.250525,-23.684216,-114.538946,65.789474,514.538946,285.461054
73,-315.789490,249.229472,16.447353,-50.112664,68.421051,450.112664,349.887336
74,-351.578979,246.979367,-22.368431,-126.968044,64.842102,526.968044,273.031956
75,-314.736862,244.965051,23.026323,-46.745488,68.526314,446.745488,353.254512
76,-330.526352,242.849682,-9.868431,-97.545101,66.947365,497.545101,302.454899
77,-382.105255,240.404209,-32.236814,-173.937861,61.789474,573.937861,226.062139
78,-329.473648,238.295577,32.894754,-58.283316,67.052635,458.283316,341.716684
79,-343.684235,236.095998,-8.881617,-116.469853,65.631577,516.469853,283.530147
80,-376.315804,233.687577,-20.394731,-163.022957,62.368420,563.022957,236.977043
81,-348.421021,231.457683,17.434239,-99.529099,65.157898,499.529099,300.470901
82,-371.052628,229.082946,-14.144754,-156.114436,62.894737,556.114436,243.885564
83,-346.842117,226.863156,15.131569,-104.847392,65.315788,504.847392,295.152608
84,-330.526352,224.747788,10.197353,-95.581211,66.947365,495.581211,304.418789
85,-339.473648,222.575156,-5.592060,-122.490552,66.052635,522.490552,277.509448
86,-302.105255,220.641683,23.355246,-58.108327,69.789474,458.108327,341.891673
87,-355.263138,218.367999,-33.223677,-170.118816,64.473686,570.118816,229.881184
88,-317.368393,216.336841,23.684216,-77.347337,68.263161,477.347337,322.652663
89,-326.315765,214.248420,-5.592108,-117.659453,67.368423,517.659453,282.340547
90,-342.631607,212.055578,-10.197401,-140.773430,65.736839,540.773430,259.226570
91,-338.421021,209.889683,2.631617,-125.899721,66.157898,525.899721,274.100279
92,-344.736862,207.683367,-3.947401,-141.000896,65.526314,541.000896,258.999104
93,-331.052628,205.564630,8.552647,-116.935351,66.894737,516.935351,283.064649
94,-325.789490,203.479578,3.289461,-119.020451,67.421051,519.020451,280.979549
95,-348.947372,201.246314,-14.473677,-162.174735,65.105263,562.174735,237.825265
96,-351.578979,198.996209,-1.644754,-154.227525,64.842102,554.227525,245.772475
97,-321.052628,196.941472,19.078970,-105.032185,67.894737,505.032185,294.967815
98,-388.421059,194.455577,-42.105269,-200.000000,61.157894,600.000000,200.000000
99,-300.000000,192.535577,55.263162,-52.201261,70.000000,452.201261,347.798739
100,-335.263138,190.389893,-22.039461,-166.912706,66.473686,566.912706,233.087294
101,-366.842117,188.042104,-19.736862,-198.536876,63.315788,598.536876,201.463124
102,-341.052628,185.859367,16.118431,-139.074830,65.894737,539.074830,260.925170
103,-316.315765,183.834946,15.460539,-117.020280,68.368423,517.020280,282.979720
104,-312.105255,181.837472,2.631569,-127.636214,68.789474,527.636214,272.363786
105,-335.263138,179.691788,-14.473677,-170.045026,66.473686,570.045026,229.954974
106,-320.000000,177.643788,9.539461,-132.816751,68.000000,532.816751,267.183249
107,-327.894745,175.545262,-4.934216,-157.283698,67.210526,557.283698,242.716302
108,-334.736862,173.402946,-4.276323,-165.610239,66.526314,565.610239,234.389761
109,-335.263138,171.257262,-0.328922,-164.334798,66.473686,564.334798,235.665202
110,-338.947372,169.087999,-2.302647,-172.162020,66.105263,572.162020,227.837980
111,-357.368393,166.800841,-11.513138,-200.000000,64.263161,600.000000,200.000000
