time,P,I,D,ds,left speed,right speed
39,-3152.987061,-0.000000,-3981128.692627,-3984281.679688,3984281.679688,-3984281.679688
40,-782.857056,-0.000000,3703328.132629,3702545.275574,-3702545.275574,3702545.275574
41,-3090.130005,-0.000000,-3605113.983154,-3608204.113159,3608204.113159,-3608204.113159
42,-800.130005,-0.000000,3578125.000000,3577324.869995,-3577324.869995,3577324.869995
43,-3009.350586,-0.000000,-3451907.157898,-3454916.508484,3454916.508484,-3454916.508484
44,-610.389404,-0.000000,3748376.846313,3747766.456909,-3747766.456909,3747766.456909
45,-3017.142944,-0.000000,-3760552.406311,-3763569.549255,3763569.549255,-3763569.549255
46,-733.636475,-0.000000,3567978.858948,3567245.222473,-3567245.222473,3567245.222473
47,-3087.142944,-0.000000,-3677353.858948,-3680441.001892,3680441.001892,-3680441.001892
48,-757.792358,-0.000000,3639610.290527,3638852.498169,-3638852.498169,3638852.498169
49,-3072.727356,-0.000000,-3617085.933685,-3620158.661041,3620158.661041,-3620158.661041
50,-967.532349,-0.000000,3289367.198944,3288399.666595,-3288399.666595,3288399.666595
51,-3070.000000,-0.000000,-3285105.705261,-3288175.705261,3288175.705261,-3288175.705261
52,-671.948242,-0.000000,3746955.871582,3746283.923340,-3746283.923340,3746283.923340
53,-3086.493530,-0.000000,-3772727.012634,-3775813.506165,3775813.506165,-3775813.506165
54,-751.558228,-0.000000,3648336.410522,3647584.852295,-3647584.852295,3647584.852295
55,-3081.168823,-0.000000,-3640016.555786,-3643097.724609,3643097.724609,-3643097.724609
56,-1036.493530,-0.000000,3194805.145264,3193768.651733,-3193768.651733,3193768.651733
57,-3144.025879,-0.000000,-3293019.294739,-3296163.320618,3296163.320618,-3296163.320618
58,-907.272949,-0.000000,3494926.452637,3494019.179687,-3494019.179687,3494019.179687
59,-3142.987061,-0.000000,-3493303.298950,-3496446.286011,3496446.286011,-3496446.286011
60,-679.480591,-0.000000,3849228.858948,3848549.378357,-3848549.378357,3848549.378357
61,-3017.922058,-0.000000,-3653814.792633,-3656832.714691,3656832.714691,-3656832.714691
62,-676.493530,-0.000000,3658482.074738,3657805.581207,-3657805.581207,3657805.581207
63,-3075.844116,-0.000000,-3748985.290527,-3752061.134644,3752061.134644,-3752061.134644
64,-943.636475,-0.000000,3331574.440002,3330630.803528,-3330630.803528,3330630.803528
65,-3172.597351,-0.000000,-3482751.369476,-3485923.966827,3485923.966827,-3485923.966827
66,-901.428833,-0.000000,3548700.809479,3547799.380646,-3547799.380646,3547799.380646
67,-3040.649414,-0.000000,-3342532.157898,-3345572.807312,3345572.807312,-3345572.807312
68,-458.831177,-0.000000,4034090.995789,4033632.164612,-4033632.164612,4033632.164612
69,-3108.701172,-0.000000,-4140421.867371,-4143530.568542,4143530.568542,-4143530.568542
70,-682.337646,-0.000000,3791193.008423,3790510.670776,-3790510.670776,3790510.670776
71,-3122.727356,-0.000000,-3813108.921051,-3816231.648407,3816231.648407,-3816231.648407
72,-1070.649414,-0.000000,3206371.784210,3205301.134796,-3205301.134796,3205301.134796
73,-3157.532349,-0.000000,-3260754.585266,-3263912.117615,3263912.117615,-3263912.117615
74,-1059.739990,-0.000000,3277800.559998,3276740.820007,-3276740.820007,3276740.820007
75,-3099.480591,-0.000000,-3187094.688416,-3190194.169006,3190194.169006,-3190194.169006
76,-774.805298,-0.000000,3632305.145264,3631530.339966,-3631530.339966,3631530.339966
77,-3136.623230,-0.000000,-3690340.518951,-3693477.142181,3693477.142181,-3693477.142181
78,-795.194702,-0.000000,3658482.074738,3657686.880035,-3657686.880035,3657686.880035
79,-3153.766174,-0.000000,-3685267.925262,-3688421.691437,3688421.691437,-3688421.691437
80,-1155.974121,-0.000000,3121550.083160,3120394.109039,-3120394.109039,3120394.109039
81,-3205.194702,-0.000000,-3201907.157898,-3205112.352600,3205112.352600,-3205112.352600
82,-1148.441772,-0.000000,3213676.452637,3212528.010864,-3212528.010864,3212528.010864
83,-3177.402649,-0.000000,-3170251.369476,-3173428.772125,3173428.772125,-3173428.772125
84,-791.818237,-0.000000,3727475.643158,3726683.824921,-3726683.824921,3726683.824921
85,-3098.961182,-0.000000,-3604910.850525,-3608009.811707,3608009.811707,-3608009.811707
86,-663.246460,-0.000000,3805804.252625,3805141.006165,-3805141.006165,3805141.006165
87,-3177.792358,-0.000000,-3928977.966309,-3932155.758667,3932155.758667,-3932155.758667
88,-926.363525,-0.000000,3517857.551575,3516931.188049,-3516931.188049,3516931.188049
89,-3217.012939,-0.000000,-3579139.709473,-3582356.722412,3582356.722412,-3582356.722412
90,-1244.285889,-0.000000,3082386.016846,3081141.730957,-3081141.730957,3081141.730957
91,-3152.467651,-0.000000,-2981534.004211,-2984686.471863,2984686.471863,-2984686.471863
92,-932.077637,-0.000000,3469359.397888,3468427.320251,-3468427.320251,3468427.320251
93,-3104.545593,-0.000000,-3394481.182098,-3397585.727692,3397585.727692,-3397585.727692
94,-784.805298,-0.000000,3624594.211578,3623809.406281,-3623809.406281,3623809.406281
95,-3173.896179,-0.000000,-3732954.502106,-3736128.398285,3736128.398285,-3736128.398285
96,-1147.532349,-0.000000,3166193.485260,3165045.952911,-3165045.952911,3165045.952911
97,-3192.857056,-0.000000,-3195819.854736,-3199012.711792,3199012.711792,-3199012.711792
98,-1391.428833,-0.000000,2814731.597900,2813340.169067,-2813340.169067,2813340.169067
99,-3140.779114,-0.000000,-2733359.813690,-2736500.592804,2736500.592804,-2736500.592804
100,-897.922363,-0.000000,3504463.672638,3503565.750275,-3503565.750275,3503565.750275
101,-3178.961182,-0.000000,-3564123.153687,-3567302.114868,3567302.114868,-3567302.114868
102,-863.506470,-0.000000,3617897.987366,3617034.480896,-3617034.480896,3617034.480896
103,-3169.090881,-0.000000,-3602475.643158,-3605644.734039,3605644.734039,-3605644.734039
104,-1093.246460,-0.000000,3243506.908417,3242413.661957,-3242413.661957,3242413.661957
105,-3273.376770,-0.000000,-3406453.609467,-3409726.986237,3409726.986237,-3409726.986237
106,-1202.857056,-0.000000,3235187.053680,3233984.196625,-3233984.196625,3233984.196625
107,-3168.311768,-0.000000,-3071022.987366,-3074191.299133,3074191.299133,-3074191.299133
108,-909.220581,-0.000000,3529829.978943,3528920.758362,-3528920.758362,3528920.758362
109,-3151.038818,-0.000000,-3502840.995789,-3505992.034607,3505992.034607,-3505992.034607
110,-961.298828,-0.000000,3421468.734741,3420507.435913,-3420507.435913,3420507.435913
111,-3256.883240,-0.000000,-3586850.643158,-3590107.526398,3590107.526398,-3590107.526398
112,-1228.051758,-0.000000,3170049.190521,3168821.138763,-3168821.138763,3168821.138763
113,-3268.181763,-0.000000,-3187703.132629,-3190971.314392,3190971.314392,-3190971.314392
114,-1374.545288,-0.000000,2958806.991577,2957432.446289,-2957432.446289,2957432.446289
115,-3130.000000,-0.000000,-2742897.987366,-2746027.987366,2746027.987366,-2746027.987366
116,-1097.662354,-0.000000,3175527.572632,3174429.910278,-3174429.910278,3174429.910278
117,-3198.311768,-0.000000,-3282264.709473,-3285463.021240,3285463.021240,-3285463.021240
118,-799.610596,-0.000000,3747970.581055,3747170.970459,-3747170.970459,3747170.970459
119,-3142.077942,-0.000000,-3660105.228424,-3663247.306366,3663247.306366,-3663247.306366
120,-1128.571167,-0.000000,3146104.335785,3144975.764618,-3144975.764618,3144975.764618
121,-3256.623230,-0.000000,-3325081.348419,-3328337.971649,3328337.971649,-3328337.971649
122,-1015.194702,-0.000000,3502232.074738,3501216.880035,-3501216.880035,3501216.880035
123,-3202.857056,-0.000000,-3418222.427368,-3421425.284424,3421425.284424,-3421425.284424
124,-1019.869995,-0.000000,3410917.282104,3409897.412109,-3409897.412109,3409897.412109
125,-3148.701172,-0.000000,-3326298.713684,-3329447.414856,3329447.414856,-3329447.414856
126,-1035.974121,-0.000000,3301136.016846,3300100.042725,-3300100.042725,3300100.042725
127,-3287.662354,-0.000000,-3518262.863159,-3521550.525513,3521550.525513,-3521550.525513
128,-1291.948242,-0.000000,3118303.298950,3117011.350708,-3117011.350708,3117011.350708
129,-3273.376770,-0.000000,-3095982.074738,-3099255.451508,3099255.451508,-3099255.451508
130,-1276.233521,-0.000000,3120536.327362,3119260.093842,-3119260.093842,3119260.093842
131,-3184.675293,-0.000000,-2981940.269470,-2985124.944763,2985124.944763,-2985124.944763
132,-1005.194702,-0.000000,3405438.423157,3404433.228455,-3404433.228455,3404433.228455
133,-3201.038818,-0.000000,-3431006.431580,-3434207.470398,3434207.470398,-3434207.470398
134,-1100.649414,-0.000000,3281858.444214,3280757.794800,-3280757.794800,3280757.794800
135,-3256.623230,-0.000000,-3368709.087372,-3371965.710602,3371965.710602,-3371965.710602
136,-1083.766479,-0.000000,3395088.672638,3394004.906158,-3394004.906158,3394004.906158
137,-3291.038818,-0.000000,-3448863.029480,-3452154.068298,3452154.068298,-3452154.068298
138,-1252.207642,-0.000000,3185673.713684,3184421.506042,-3184421.506042,3184421.506042
139,-3279.740295,-0.000000,-3168019.771576,-3171299.511871,3171299.511871,-3171299.511871
140,-1148.311768,-0.000000,3330357.074738,3329208.762970,-3329208.762970,3329208.762970
141,-3243.246765,-0.000000,-3273335.933685,-3276579.180450,3276579.180450,-3276579.180450
142,-1161.558228,-0.000000,3252638.339996,3251476.781769,-3251476.781769,3251476.781769
143,-3268.181763,-0.000000,-3291599.273682,-3294867.455444,3294867.455444,-3294867.455444
144,-1196.753540,-0.000000,3236606.597900,3235409.844360,-3235409.844360,3235409.844360
145,-3294.155884,-0.000000,-3277191.162109,-3280485.317993,3280485.317993,-3280485.317993
146,-1525.974121,-0.000000,2762784.004211,2761258.030090,-2761258.030090,2761258.030090
147,-3260.389709,-0.000000,-2710024.356842,-2713284.746552,2713284.746552,-2713284.746552
148,-1190.519409,-0.000000,3234172.344208,3232981.824799,-3232981.824799,3232981.824799
149,-3184.675293,-0.000000,-3115868.568420,-3119053.243713,3119053.243713,-3119053.243713
150,-1067.402344,-0.000000,3308238.983154,3307171.580811,-3307171.580811,3307171.580811
151,-3327.532349,-0.000000,-3531453.132629,-3534780.664978,3534780.664978,-3534780.664978
152,-1361.688232,-0.000000,3071631.431580,3070269.743347,-3070269.743347,3070269.743347
153,-3342.987061,-0.000000,-3095779.418945,-3099122.406006,3099122.406006,-3099122.406006
154,-1396.233521,-0.000000,3041802.406311,3040406.172791,-3040406.172791,3040406.172791
155,-3278.441467,-0.000000,-2940949.916840,-2944228.358307,2944228.358307,-2944228.358307
156,-1062.467651,-0.000000,3462459.087372,3461396.619720,-3461396.619720,3461396.619720
157,-3229.480591,-0.000000,-3385957.717896,-3389187.198486,3389187.198486,-3389187.198486
158,-1154.415283,-0.000000,3242289.543152,3241135.127869,-3241135.127869,3241135.127869
159,-3302.987061,-0.000000,-3357143.402100,-3360446.389160,3360446.389160,-3360446.389160
