time,P,I,D,ds,prox_right,left speed,right speed
1,8212.105103,0.000000,0.000000,200.000000,921.210510,200.000000,600.000000
2,8138.947144,0.000000,-0.000000,200.000000,913.894714,200.000000,600.000000
3,7603.684082,0.000000,-0.000000,200.000000,860.368408,200.000000,600.000000
4,6949.473877,0.000000,-0.000000,200.000000,794.947388,200.000000,600.000000
5,6064.210815,0.000000,-0.000000,200.000000,706.421082,200.000000,600.000000
6,4657.894897,0.000000,-0.000000,200.000000,565.789490,200.000000,600.000000
7,3004.736938,0.000000,-0.000000,200.000000,400.473694,200.000000,600.000000
8,2432.631531,0.000000,-0.000000,200.000000,343.263153,200.000000,600.000000
9,1865.263062,0.000000,-0.000000,200.000000,286.526306,200.000000,600.000000
10,1722.631531,0.000000,-0.000000,200.000000,272.263153,200.000000,600.000000
11,1411.578979,0.000000,-0.000000,200.000000,241.157898,200.000000,600.000000
12,1035.263214,0.000000,-0.000000,200.000000,203.526321,200.000000,600.000000
13,908.947296,0.000000,-0.000000,200.000000,190.894730,200.000000,600.000000
14,653.157959,0.000000,-0.000000,200.000000,165.315796,200.000000,600.000000
15,478.421021,0.000000,-0.000000,200.000000,147.842102,200.000000,600.000000
16,313.157959,0.000000,-0.000000,200.000000,131.315796,200.000000,600.000000
17,148.947372,0.000000,-0.000000,148.947372,114.894737,251.052628,548.947372
18,-28.421021,0.000000,-0.000000,-28.421021,97.157898,428.421021,371.578979
19,-66.842117,0.000000,-0.000000,-66.842117,93.315788,466.842117,333.157883
20,-89.473648,0.000000,-0.000000,-89.473648,91.052635,489.473648,310.526352
21,-148.421021,0.000000,-0.000000,-148.421021,85.157898,548.421021,251.578979
22,-141.578979,0.000000,0.000000,-141.578979,85.842102,541.578979,258.421021
23,-202.105255,0.000000,-0.000000,-200.000000,79.789474,600.000000,200.000000
24,-224.210510,0.000000,-0.000000,-200.000000,77.578949,600.000000,200.000000
25,-248.947372,0.000000,-0.000000,-200.000000,75.105263,600.000000,200.000000
26,-235.263138,0.000000,0.000000,-200.000000,76.473686,600.000000,200.000000
27,-215.263138,0.000000,0.000000,-200.000000,78.473686,600.000000,200.000000
28,-234.736862,0.000000,-0.000000,-200.000000,76.526314,600.000000,200.000000
29,-218.421021,0.000000,0.000000,-200.000000,78.157898,600.000000,200.000000
30,-256.315765,0.000000,-0.000000,-200.000000,74.368423,600.000000,200.000000
31,-208.947372,0.000000,0.000000,-200.000000,79.105263,600.000000,200.000000
32,-191.052628,0.000000,0.000000,-191.052628,80.894737,591.052628,208.947372
