time,P,I,D,ds,left speed,right speed
78,-146.873685,-0.000000,17763.147354,200.000000,200.000000,600.000000
79,-146.447369,-0.000000,1332.235336,200.000000,200.000000,600.000000
80,-149.542108,-0.000000,-9671.058655,-200.000000,600.000000,200.000000
81,-147.821054,-0.000000,5378.293991,200.000000,200.000000,600.000000
82,-150.615793,-0.000000,-8733.558655,-200.000000,600.000000,200.000000
83,-146.952631,-0.000000,11447.381973,200.000000,200.000000,600.000000
84,-147.000000,-0.000000,-148.029327,-200.000000,600.000000,200.000000
85,-147.394739,-0.000000,-1233.558655,-200.000000,600.000000,200.000000
86,-140.905261,-0.000000,20279.617310,200.000000,200.000000,600.000000
87,-145.563162,-0.000000,-14555.940628,-200.000000,600.000000,200.000000
88,-140.352631,-0.000000,16282.911301,200.000000,200.000000,600.000000
89,-140.842108,-0.000000,-1529.617310,-200.000000,600.000000,200.000000
90,-138.457892,-0.000000,7450.675964,200.000000,200.000000,600.000000
91,-138.047369,-0.000000,1282.882690,200.000000,200.000000,600.000000
92,-140.100000,-0.000000,-6414.470673,-200.000000,600.000000,200.000000
93,-139.942108,-0.000000,493.412018,200.000000,200.000000,600.000000
94,-138.268423,-0.000000,5230.264664,200.000000,200.000000,600.000000
95,-143.826315,-0.000000,-17368.412018,-200.000000,600.000000,200.000000
96,-144.094739,-0.000000,-838.823318,-200.000000,600.000000,200.000000
97,-140.021054,-0.000000,12730.264664,200.000000,200.000000,600.000000
98,-149.684207,-0.000000,-30197.353363,-200.000000,600.000000,200.000000
99,-138.473685,-0.000000,35032.882690,200.000000,200.000000,600.000000
100,-144.015793,-0.000000,-17319.087982,-200.000000,600.000000,200.000000
101,-143.636838,-0.000000,1184.234619,200.000000,200.000000,600.000000
102,-144.663162,-0.000000,-3207.263947,-200.000000,600.000000,200.000000
103,-140.289478,-0.000000,13667.764664,200.000000,200.000000,600.000000
104,-141.205261,-0.000000,-2861.824036,-200.000000,600.000000,200.000000
105,-143.036838,-0.000000,-5723.676682,-200.000000,600.000000,200.000000
106,-137.463162,-0.000000,17417.736053,200.000000,200.000000,600.000000
107,-137.194739,-0.000000,838.823318,200.000000,200.000000,600.000000
108,-142.547369,-0.000000,-16726.970673,-200.000000,600.000000,200.000000
109,-139.847369,-0.000000,8437.500000,200.000000,200.000000,600.000000
110,-140.810522,-0.000000,-3009.853363,-200.000000,600.000000,200.000000
111,-141.426315,-0.000000,-1924.352646,-200.000000,600.000000,200.000000
112,-140.557892,-0.000000,2713.823318,200.000000,200.000000,600.000000
113,-136.389478,-0.000000,13026.294708,200.000000,200.000000,600.000000
114,-142.073685,-0.000000,-17763.147354,-200.000000,600.000000,200.000000
115,-131.368423,-0.000000,33453.941345,200.000000,200.000000,600.000000
116,-143.257892,-0.000000,-37154.588699,-200.000000,600.000000,200.000000
117,-140.936838,-0.000000,7253.293991,200.000000,200.000000,600.000000
118,-133.626315,-0.000000,22845.382690,200.000000,200.000000,600.000000
119,-137.794739,-0.000000,-13026.323318,-200.000000,600.000000,200.000000
120,-139.089478,-0.000000,-4046.058655,-200.000000,600.000000,200.000000
121,-137.415793,-0.000000,5230.264664,200.000000,200.000000,600.000000
122,-141.031577,-0.000000,-11299.324036,-200.000000,600.000000,200.000000
123,-141.205261,-0.000000,-542.764664,-200.000000,600.000000,200.000000
124,-138.963162,-0.000000,7006.559372,200.000000,200.000000,600.000000
125,-137.636838,-0.000000,4144.763947,200.000000,200.000000,600.000000
126,-134.257892,-0.000000,10559.206009,200.000000,200.000000,600.000000
127,-144.963162,-0.000000,-33453.969955,-200.000000,600.000000,200.000000
128,-138.821054,-0.000000,19194.087982,200.000000,200.000000,600.000000
129,-141.600000,-0.000000,-8684.206009,-200.000000,600.000000,200.000000
130,-142.768423,-0.000000,-3651.323318,-200.000000,600.000000,200.000000
131,-141.205261,-0.000000,4884.881973,200.000000,200.000000,600.000000
132,-141.473685,-0.000000,-838.823318,-200.000000,600.000000,200.000000
133,-146.163162,-0.000000,-14654.617310,-200.000000,600.000000,200.000000
134,-142.010522,-0.000000,12976.999283,200.000000,200.000000,600.000000
135,-140.668423,-0.000000,4194.059372,200.000000,200.000000,600.000000
136,-137.557892,-0.000000,9720.411301,200.000000,200.000000,600.000000
137,-145.326315,-0.000000,-24276.323318,-200.000000,600.000000,200.000000
138,-139.973685,-0.000000,16726.970673,200.000000,200.000000,600.000000
139,-149.842108,-0.000000,-30838.823318,-200.000000,600.000000,200.000000
140,-147.742108,-0.000000,6562.500000,200.000000,200.000000,600.000000
141,-149.684207,-0.000000,-6069.059372,-200.000000,600.000000,200.000000
142,-150.236838,-0.000000,-1726.970673,-200.000000,600.000000,200.000000
143,-148.468423,-0.000000,5526.294708,200.000000,200.000000,600.000000
144,-147.457892,-0.000000,3157.911301,200.000000,200.000000,600.000000
145,-150.205261,-0.000000,-8585.529327,-200.000000,600.000000,200.000000
146,-155.415793,-0.000000,-16282.911301,-200.000000,600.000000,200.000000
147,-152.021054,-0.000000,10608.558655,200.000000,200.000000,600.000000
148,-153.315793,-0.000000,-4046.058655,-200.000000,600.000000,200.000000
149,-150.836838,-0.000000,7746.734619,200.000000,200.000000,600.000000
150,-152.336838,-0.000000,-4687.500000,-200.000000,600.000000,200.000000
151,-151.421054,-0.000000,2861.824036,200.000000,200.000000,600.000000
152,-149.210522,-0.000000,6907.911301,200.000000,200.000000,600.000000
153,-154.563162,-0.000000,-16726.999283,-200.000000,600.000000,200.000000
154,-155.984207,-0.000000,-4440.765381,-200.000000,600.000000,200.000000
155,-154.215793,-0.000000,5526.294708,200.000000,200.000000,600.000000
156,-153.268423,-0.000000,2960.529327,200.000000,200.000000,600.000000
157,-157.121054,-0.000000,-12039.470673,-200.000000,600.000000,200.000000
158,-157.405261,-0.000000,-888.147354,-200.000000,600.000000,200.000000
159,-157.152631,-0.000000,789.470673,200.000000,200.000000,600.000000
160,-155.210522,-0.000000,6069.087982,200.000000,200.000000,600.000000
161,-161.321054,-0.000000,-19095.411301,-200.000000,600.000000,200.000000
162,-161.305261,-0.000000,49.352646,-111.952615,511.952615,288.047385
163,-162.331577,-0.000000,-3207.235336,-200.000000,600.000000,200.000000
164,-157.736838,-0.000000,14358.558655,200.000000,200.000000,600.000000
165,-156.268423,-0.000000,4588.794708,200.000000,200.000000,600.000000
166,-159.615793,-0.000000,-10460.529327,-200.000000,600.000000,200.000000
167,-159.521054,-0.000000,296.058655,136.537601,263.462399,536.537601
168,-160.515793,-0.000000,-3108.558655,-200.000000,600.000000,200.000000
169,-160.515793,-0.000000,0.000000,-160.515793,560.515793,239.484207
170,-157.784207,-0.000000,8536.205292,200.000000,200.000000,600.000000
171,-158.589478,-0.000000,-2516.469955,-200.000000,600.000000,200.000000
172,-157.373685,-0.000000,3799.352646,200.000000,200.000000,600.000000
173,-153.300000,-0.000000,12730.264664,200.000000,200.000000,600.000000
174,-155.810522,-0.000000,-7845.382690,-200.000000,600.000000,200.000000
175,-157.547369,-0.000000,-5427.646637,-200.000000,600.000000,200.000000
176,-157.010522,-0.000000,1677.646637,200.000000,200.000000,600.000000
177,-155.778946,-0.000000,3848.676682,200.000000,200.000000,600.000000
178,-156.394739,-0.000000,-1924.352646,-200.000000,600.000000,200.000000
179,-155.510522,-0.000000,2763.175964,200.000000,200.000000,600.000000
180,-155.936838,-0.000000,-1332.235336,-200.000000,600.000000,200.000000
181,-156.805261,-0.000000,-2713.823318,-200.000000,600.000000,200.000000
182,-154.342108,-0.000000,7697.353363,200.000000,200.000000,600.000000
183,-151.357892,-0.000000,9325.675964,200.000000,200.000000,600.000000
184,-155.636838,-0.000000,-13371.706009,-200.000000,600.000000,200.000000
185,-155.431577,-0.000000,641.441345,200.000000,200.000000,600.000000
186,-156.410522,-0.000000,-3059.206009,-200.000000,600.000000,200.000000
187,-158.021054,-0.000000,-5032.911301,-200.000000,600.000000,200.000000
188,-153.742108,-0.000000,13371.706009,200.000000,200.000000,600.000000
189,-155.005261,-0.000000,-3947.353363,-200.000000,600.000000,200.000000
190,-154.231577,-0.000000,2417.764664,200.000000,200.000000,600.000000
191,-152.905261,-0.000000,4144.735336,200.000000,200.000000,600.000000
192,-151.736838,-0.000000,3651.323318,200.000000,200.000000,600.000000
193,-154.957892,-0.000000,-10065.793991,-200.000000,600.000000,200.000000
194,-157.215793,-0.000000,-7055.940628,-200.000000,600.000000,200.000000
195,-157.926315,-0.000000,-2220.382690,-200.000000,600.000000,200.000000
196,-153.994739,-0.000000,12286.176682,200.000000,200.000000,600.000000
197,-155.021054,-0.000000,-3207.235336,-200.000000,600.000000,200.000000
198,-152.084207,-0.000000,9177.646637,200.000000,200.000000,600.000000
199,-152.510522,-0.000000,-1332.235336,-200.000000,600.000000,200.000000
200,-150.615793,-0.000000,5921.030045,200.000000,200.000000,600.000000
201,-150.836838,-0.000000,-690.765381,-200.000000,600.000000,200.000000
202,-147.615793,-0.000000,10065.765381,200.000000,200.000000,600.000000
203,-150.063162,-0.000000,-7648.029327,-200.000000,600.000000,200.000000
204,-147.110522,-0.000000,9226.999283,200.000000,200.000000,600.000000
205,-143.194739,-0.000000,12236.824036,200.000000,200.000000,600.000000
206,-146.700000,-0.000000,-10953.941345,-200.000000,600.000000,200.000000
207,-148.342108,-0.000000,-5131.587982,-200.000000,600.000000,200.000000
208,-145.389478,-0.000000,9226.970673,200.000000,200.000000,600.000000
209,-148.073685,-0.000000,-8388.147354,-200.000000,600.000000,200.000000
210,-144.915793,-0.000000,9868.412018,200.000000,200.000000,600.000000
211,-144.473685,-0.000000,1381.587982,200.000000,200.000000,600.000000
212,-145.452631,-0.000000,-3059.206009,-200.000000,600.000000,200.000000
213,-149.478946,-0.000000,-12582.235336,-200.000000,600.000000,200.000000
214,-141.631577,-0.000000,24523.029327,200.000000,200.000000,600.000000
215,-145.578946,-0.000000,-12335.529327,-200.000000,600.000000,200.000000
216,-141.521054,-0.000000,12680.912018,200.000000,200.000000,600.000000
217,-145.452631,-0.000000,-12286.176682,-200.000000,600.000000,200.000000
218,-141.205261,-0.000000,13273.029327,200.000000,200.000000,600.000000
219,-140.826315,-0.000000,1184.206009,200.000000,200.000000,600.000000
220,-139.342108,-0.000000,4638.147354,200.000000,200.000000,600.000000
221,-140.273685,-0.000000,-2911.176682,-200.000000,600.000000,200.000000
222,-145.215793,-0.000000,-15444.087982,-200.000000,600.000000,200.000000
223,-142.878946,-0.000000,7302.646637,200.000000,200.000000,600.000000
224,-145.705261,-0.000000,-8832.235336,-200.000000,600.000000,200.000000
225,-144.047369,-0.000000,5180.912018,200.000000,200.000000,600.000000
226,-145.278946,-0.000000,-3848.676682,-200.000000,600.000000,200.000000
227,-145.878946,-0.000000,-1875.000000,-200.000000,600.000000,200.000000
228,-147.031577,-0.000000,-3601.970673,-200.000000,600.000000,200.000000
229,-140.463162,-0.000000,20526.294708,200.000000,200.000000,600.000000
230,-137.952631,-0.000000,7845.411301,200.000000,200.000000,600.000000
231,-138.600000,-0.000000,-2023.029327,-200.000000,600.000000,200.000000
232,-138.789478,-0.000000,-592.117310,-200.000000,600.000000,200.000000
233,-134.763162,-0.000000,12582.235336,200.000000,200.000000,600.000000
234,-130.515793,-0.000000,13273.029327,200.000000,200.000000,600.000000
