time,P,I,D,ds,prox_right,left speed,right speed
1,20530.262756,0.131394,6.415707,200.000000,921.210510,200.000000,600.000000
2,20360.527039,0.261701,-0.053042,200.000000,914.421082,200.000000,600.000000
3,19022.367859,0.383444,-0.418175,200.000000,860.894714,200.000000,600.000000
4,17400.000000,0.494804,-0.506990,200.000000,796.000000,200.000000,600.000000
5,15192.105103,0.592034,-0.689967,200.000000,707.684204,200.000000,600.000000
6,11684.210205,0.666813,-1.096217,200.000000,567.368408,200.000000,600.000000
7,7556.578827,0.715175,-1.289885,200.000000,402.263153,200.000000,600.000000
8,6081.578827,0.754097,-0.460938,200.000000,343.263153,200.000000,600.000000
9,4676.316071,0.784025,-0.439145,200.000000,287.052643,200.000000,600.000000
10,4311.842346,0.811621,-0.113898,200.000000,272.473694,200.000000,600.000000
11,3542.105103,0.834291,-0.240543,200.000000,241.684204,200.000000,600.000000
12,2588.158035,0.850855,-0.298108,200.000000,203.526321,200.000000,600.000000
13,2272.368240,0.865398,-0.098684,200.000000,190.894730,200.000000,600.000000
14,1632.894897,0.875848,-0.199835,200.000000,165.315796,200.000000,600.000000
15,1196.052551,0.883503,-0.136513,200.000000,147.842102,200.000000,600.000000
16,782.894897,0.888514,-0.129112,200.000000,131.315796,200.000000,600.000000
17,372.368431,0.890897,-0.128290,200.000000,114.894737,200.000000,600.000000
18,-65.789413,0.890476,-0.136924,-65.035862,97.368423,465.035862,334.964138
19,-167.105293,0.889406,-0.031661,-166.247548,93.315788,566.247548,233.752452
20,-239.473724,0.887874,-0.022615,-200.000000,90.421051,600.000000,200.000000
21,-402.631569,0.885297,-0.050987,-200.000000,83.894737,600.000000,200.000000
22,-359.210587,0.882998,0.013569,-200.000000,85.631577,600.000000,200.000000
23,-415.789413,0.880337,-0.017681,-200.000000,83.368423,600.000000,200.000000
24,-357.894707,0.878046,0.018092,-200.000000,85.684212,600.000000,200.000000
25,-353.947449,0.875781,0.001234,-200.000000,85.842102,600.000000,200.000000
26,-314.473724,0.873768,0.012336,-200.000000,87.421051,600.000000,200.000000
27,-309.210587,0.871789,0.001645,-200.000000,87.631577,600.000000,200.000000
28,-342.105293,0.869600,-0.010280,-200.000000,86.315788,600.000000,200.000000
29,-296.052551,0.867705,0.014391,-200.000000,88.157898,600.000000,200.000000
30,-417.105293,0.865036,-0.037829,-200.000000,83.315788,600.000000,200.000000
31,-325.000000,0.862956,0.028783,-200.000000,87.000000,600.000000,200.000000
32,-306.579018,0.860994,0.005757,-200.000000,87.736839,600.000000,200.000000
33,-444.736862,0.858147,-0.043174,-200.000000,82.210526,600.000000,200.000000
34,-290.789413,0.856286,0.048109,-200.000000,88.368423,600.000000,200.000000
35,-385.526276,0.853819,-0.029605,-200.000000,84.578949,600.000000,200.000000
36,-260.526276,0.852152,0.039062,-200.000000,89.578949,600.000000,200.000000
37,-310.526276,0.850164,-0.015625,-200.000000,87.578949,600.000000,200.000000
38,-306.579018,0.848202,0.001234,-200.000000,87.736839,600.000000,200.000000
39,-361.842155,0.845886,-0.017270,-200.000000,85.526314,600.000000,200.000000
40,-273.684120,0.844135,0.027549,-200.000000,89.052635,600.000000,200.000000
41,-168.420982,0.843057,0.032895,-167.545031,93.263161,567.545031,232.454969
42,-160.526276,0.842029,0.002467,-159.681779,93.578949,559.681779,240.318221
43,-14.473724,0.841937,0.045641,-13.586146,99.421051,413.586146,386.413854
44,-131.579018,0.841095,-0.036595,-130.774518,94.736839,530.774518,269.225482
45,-39.473724,0.840842,0.028783,-38.604099,98.421051,438.604099,361.395901
46,-128.947449,0.840017,-0.027961,-128.135392,94.842102,528.135392,271.864608
47,-35.526276,0.839789,0.029194,-34.657292,98.578949,434.657292,365.342708
48,100.000000,0.840429,0.042352,100.882781,104.000000,299.117219,500.882781
49,200.000000,0.841709,0.031250,200.000000,108.000000,200.000000,600.000000
50,106.579018,0.842392,-0.029194,107.392215,104.263161,292.607785,507.392215
51,228.947449,0.843857,0.038240,200.000000,109.157898,200.000000,600.000000
52,357.894707,0.846147,0.040296,200.000000,114.315788,200.000000,600.000000
53,332.894707,0.848278,-0.007812,200.000000,113.315788,200.000000,600.000000
54,352.631569,0.850535,0.006168,200.000000,114.105263,200.000000,600.000000
55,640.789413,0.854636,0.090049,200.000000,125.631577,200.000000,600.000000
56,511.842155,0.857912,-0.040296,200.000000,120.473686,200.000000,600.000000
57,580.263138,0.861625,0.021382,200.000000,123.210526,200.000000,600.000000
58,507.894707,0.864876,-0.022615,200.000000,120.315788,200.000000,600.000000
59,252.631569,0.866493,-0.079770,200.000000,110.105263,200.000000,600.000000
60,290.789413,0.868354,0.011924,200.000000,111.631577,200.000000,600.000000
61,331.579018,0.870476,0.012747,200.000000,113.263161,200.000000,600.000000
62,105.263138,0.871149,-0.070724,106.063564,104.210526,293.936436,506.063564
63,226.315880,0.872598,0.037829,200.000000,109.052635,200.000000,600.000000
64,26.315880,0.872766,-0.062500,27.126146,101.052635,372.873854,427.126146
