time,P,I,D,ds,prox_right,left speed,right speed
1,8212.105103,-105.263556,2566.282845,200.000000,921.210510,200.000000,600.000000
2,8144.210815,-182.924841,-21.216965,200.000000,914.421082,200.000000,600.000000
3,7608.947144,-253.030261,-167.269897,200.000000,860.894714,200.000000,600.000000
4,6965.263062,-315.699758,-201.151276,200.000000,796.526306,200.000000,600.000000
5,6082.105103,-368.218579,-275.986862,200.000000,708.210510,200.000000,600.000000
6,4673.684082,-404.575794,-440.131569,200.000000,567.368408,200.000000,600.000000
7,3022.631531,-423.405297,-515.953922,200.000000,402.263153,200.000000,600.000000
8,2432.631531,-439.499678,-184.375000,200.000000,343.263153,200.000000,600.000000
9,1872.631531,-449.962347,-175.000000,200.000000,287.263153,200.000000,600.000000
10,1724.736938,-460.138644,-46.217060,200.000000,272.473694,200.000000,600.000000
11,1418.947296,-466.681233,-95.559263,200.000000,241.894730,200.000000,600.000000
12,1035.263214,-469.102446,-119.901276,200.000000,203.526321,200.000000,600.000000
13,908.947296,-471.048566,-39.473724,200.000000,190.894730,200.000000,600.000000
14,653.157959,-471.006764,-79.934168,102.217026,165.315796,297.782974,502.217026
15,498.421021,-470.974865,-48.355293,-20.909138,149.842102,420.909138,379.090862
16,344.736786,-470.952802,-48.026323,-174.242340,134.473679,574.242340,225.757660
17,280.526276,-470.830105,-20.065784,-200.000000,128.052628,600.000000,200.000000
18,225.263138,-470.187465,-17.269731,-200.000000,122.526314,600.000000,200.000000
19,171.052628,-469.015871,-16.940784,-200.000000,117.105263,600.000000,200.000000
20,180.000000,-468.142268,2.796054,-200.000000,118.000000,600.000000,200.000000
21,148.421021,-466.836968,-9.868431,-200.000000,114.842102,600.000000,200.000000
22,175.263138,-465.994006,8.388162,-200.000000,117.526314,600.000000,200.000000
23,121.052628,-464.367515,-16.940784,-200.000000,112.105263,600.000000,200.000000
24,110.526352,-462.789206,-3.289461,-200.000000,111.052635,600.000000,200.000000
25,64.736862,-460.661488,-14.309216,-200.000000,106.473686,600.000000,200.000000
26,77.368393,-458.863129,3.947353,-200.000000,107.736839,600.000000,200.000000
27,114.210510,-457.524498,11.513162,-200.000000,111.421051,600.000000,200.000000
28,105.263138,-455.967254,-2.796054,-200.000000,110.526314,600.000000,200.000000
29,118.421021,-454.625407,4.111838,-200.000000,111.842102,600.000000,200.000000
30,85.789490,-452.829639,-10.197353,-200.000000,108.578949,600.000000,200.000000
31,155.263138,-452.061242,21.710515,-200.000000,115.526314,600.000000,200.000000
32,181.578979,-451.427151,8.223701,-200.000000,118.157898,600.000000,200.000000
33,114.736862,-449.844097,-20.888162,-200.000000,111.473686,600.000000,200.000000
34,199.473648,-449.592556,26.480246,-200.000000,119.947365,600.000000,200.000000
35,171.052628,-448.707503,-8.881569,-200.000000,117.105263,600.000000,200.000000
36,254.736862,-448.691200,26.151323,-167.803009,125.473686,567.803009,232.196991
